Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Byte-Pair Encoding: Visual Knowledge Card,https://veda.ng/images/glossary/bpe.svg,Artificial Intelligence Basics,,"Byte-Pair Encoding explained clearly. Byte-pair encoding is a subword tokenization algorithm that iteratively builds a vocabulary by merging the most frequently occurring pairs of characters or tokens, balancing vocabulary size against sequence compression. Starting from individual characters (or bytes), BPE counts all adjacent pairs in the training corpus and merges the most frequent pair into a single new token. This process repeats until reaching the desired vocabulary siz... Read more on the glossary.",https://veda.ng/glossary/bpe,,"byte-pair encoding, ai, artificial intelligence, ai, glossary, definition, bytepair, encoding"
Vocabulary: Visual Knowledge Card,https://veda.ng/images/glossary/vocabulary.svg,Artificial Intelligence Basics,,"Vocabulary explained clearly. Vocabulary in language models is the complete set of tokens the model recognizes, with each token mapping to a learnable embedding vector and an entry in the output prediction layer. Vocabulary size represents a fundamental design tradeoff: larger vocabularies mean more parameters (embedding matrices scale linearly with vocab size), shorter sequences (common words become single tokens), but sparser learning signal (rare tokens appear infrequently... Read more on the glossary.",https://veda.ng/glossary/vocabulary,,"vocabulary, ai, artificial intelligence, ai, glossary, definition, vocabulary"
Logit: Visual Knowledge Card,https://veda.ng/images/glossary/logit.svg,Artificial Intelligence Basics,,"Logit explained clearly. Logits are the raw, unnormalized scores output by a neural network's final layer before softmax converts them into probabilities. For language models, the output layer produces one logit per token in the vocabulary, where higher logits indicate higher model confidence that the corresponding token should come next. The term 'logit' comes from statistics, referring to the log-odds of an event. In neural networks, logits are the pre-activation values tha... Read more on the glossary.",https://veda.ng/glossary/logit,,"logit, ai, artificial intelligence, ai, glossary, definition, logit"
Top-k Sampling: Visual Knowledge Card,https://veda.ng/images/glossary/top-k-sampling.svg,Artificial Intelligence Basics,,"Top-k Sampling explained clearly. Top-k sampling is a text generation strategy that restricts the model's next token choice to the k most probable tokens, preventing selection of unlikely tokens that could derail coherent generation. After the model computes logits for all vocabulary tokens, top-k keeps only the k highest-scoring tokens, sets all others to negative infinity, then applies softmax to get a probability distribution over the remaining k tokens. The next token is... Read more on the glossary.",https://veda.ng/glossary/top-k-sampling,,"top-k sampling, ai, artificial intelligence, ai, glossary, definition, topk, sampling"
Top-p Sampling: Visual Knowledge Card,https://veda.ng/images/glossary/top-p-sampling.svg,Artificial Intelligence Basics,,"Top-p Sampling explained clearly. Top-p sampling, also called nucleus sampling, dynamically selects the smallest set of tokens whose cumulative probability exceeds a threshold p, adapting the candidate pool size based on the model's confidence distribution. After computing probabilities from logits, top-p sorts tokens by probability and includes tokens from highest to lowest until their cumulative probability reaches p. If the top token has 90% probability and p=0.9, only tha... Read more on the glossary.",https://veda.ng/glossary/top-p-sampling,,"top-p sampling, ai, artificial intelligence, ai, glossary, definition, topp, sampling"
Speculative Decoding: Visual Knowledge Card,https://veda.ng/images/glossary/speculative-decoding.svg,Artificial Intelligence Basics,,"Speculative Decoding explained clearly. Speculative decoding is an inference acceleration technique that uses a smaller, faster draft model to propose multiple tokens that a larger target model verifies in parallel, reducing the number of expensive forward passes required for generation. Standard autoregressive generation runs one forward pass per token, for a 100-token response, that's 100 sequential forward passes through the target model. Speculative decoding changes this:... Read more on the glossary.",https://veda.ng/glossary/speculative-decoding,,"speculative decoding, ai, artificial intelligence, ai, glossary, definition, speculative, decoding"
KV Cache: Visual Knowledge Card,https://veda.ng/images/glossary/kv-cache.svg,Artificial Intelligence Basics,,"KV Cache explained clearly. KV cache (Key-Value cache) stores the computed Key and Value vectors from previous tokens during autoregressive generation, avoiding redundant computation and greatly speeding up inference. In transformer attention, generating token N requires computing attention with all previous tokens 0 through N-1. Without caching, this means recomputing Keys and Values for all previous tokens at every generation step, quadratic complexity as the sequence grows... Read more on the glossary.",https://veda.ng/glossary/kv-cache,,"kv cache, ai, artificial intelligence, ai, glossary, definition, cache"
Prefix Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/prefix-tuning.svg,Artificial Intelligence Basics,,"Prefix Tuning explained clearly. Prefix tuning is a parameter-efficient fine-tuning method that adapts a frozen language model by learning a small set of continuous vectors prepended to the input, steering model behavior without updating any of the original model weights. Instead of fine-tuning billions of parameters, prefix tuning trains only the prefix embeddings, typically a few hundred vectors per layer, totaling less than 1% of model parameters. These learned prefix vect... Read more on the glossary.",https://veda.ng/glossary/prefix-tuning,,"prefix tuning, ai, artificial intelligence, ai, glossary, definition, prefix, tuning"
LoRA: Visual Knowledge Card,https://veda.ng/images/glossary/lora.svg,Artificial Intelligence Basics,,"LoRA explained clearly. LoRA (Low-Rank Adaptation) is a parameter-efficient fine-tuning technique that adds small trainable low-rank matrices to frozen model weights, enabling task-specific adaptation at a fraction of the cost of full fine-tuning. The key insight is that weight updates during fine-tuning tend to have low intrinsic rank, the meaningful changes can be captured by much smaller matrices. LoRA decomposes the weight update into two small matrices: A (d x r) and B (... Read more on the glossary.",https://veda.ng/glossary/lora,,"lora, ai, artificial intelligence, ai, glossary, definition, lora"
Adapter: Visual Knowledge Card,https://veda.ng/images/glossary/adapter.svg,Artificial Intelligence Basics,,"Adapter explained clearly. An adapter is a small trainable module inserted into a frozen pretrained model, enabling task-specific adaptation while keeping the vast majority of parameters fixed. The typical adapter architecture is a bottleneck: a down-projection to a lower dimension, a nonlinearity, and an up-projection back to the original dimension. This is inserted after attention or feedforward layers, with a residual connection so the module learns only what to add to the... Read more on the glossary.",https://veda.ng/glossary/adapter,,"adapter, ai, artificial intelligence, ai, glossary, definition, adapter"
Prompt Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/prompt-tuning.svg,Artificial Intelligence Basics,,"Prompt Tuning explained clearly. Prompt tuning is a parameter-efficient adaptation method that learns continuous 'soft prompt' embeddings prepended to model inputs while keeping all model weights frozen, bridging the gap between manual prompt engineering and full fine-tuning. Unlike discrete prompts written in natural language, soft prompts exist only in embedding space, they're not words, just learned vectors that condition the model. Training optimizes these vectors to elic... Read more on the glossary.",https://veda.ng/glossary/prompt-tuning,,"prompt tuning, ai, artificial intelligence, ai, glossary, definition, prompt, tuning"
Instruction Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/instruction-tuning.svg,Artificial Intelligence Basics,,"Instruction Tuning explained clearly. Instruction tuning is a fine-tuning approach that trains language models on diverse instruction-response pairs, teaching the model to follow natural language instructions across many task types. The training data consists of examples formatted as: instruction describing what to do, optional input context, and the desired output. Tasks span question answering, summarization, translation, code generation, creative writing, analysis, and mor... Read more on the glossary.",https://veda.ng/glossary/instruction-tuning,,"instruction tuning, ai, artificial intelligence, ai, glossary, definition, instruction, tuning"
Direct Preference Optimization: Visual Knowledge Card,https://veda.ng/images/glossary/dpo.svg,Artificial Intelligence Basics,,"Direct Preference Optimization explained clearly. Direct Preference Optimization is an alignment technique that fine-tunes language models directly on preference data without requiring a separate reward model, simplifying the RLHF pipeline while achieving comparable results. Standard RLHF involves three stages: collect preference data, train a reward model on preferences, then use reinforcement learning to optimize the language model against the reward model. DPO collapses th... Read more on the glossary.",https://veda.ng/glossary/dpo,,"direct preference optimization, ai, artificial intelligence, ai, glossary, definition, direct, preference, optimization"
Contrastive Learning: Visual Knowledge Card,https://veda.ng/images/glossary/contrastive-learning.svg,Artificial Intelligence Basics,,"Contrastive Learning explained clearly. Contrastive learning is a self-supervised training approach that learns representations by pulling similar items together and pushing dissimilar items apart in embedding space, without requiring labeled data. The core mechanism: given an anchor example, define positive examples (similar items that should be nearby) and negative examples (dissimilar items that should be distant). Train the model to produce embeddings where anchor-positiv... Read more on the glossary.",https://veda.ng/glossary/contrastive-learning,,"contrastive learning, ai, artificial intelligence, ai, glossary, definition, contrastive, learning"
CLIP: Visual Knowledge Card,https://veda.ng/images/glossary/clip.svg,Artificial Intelligence Basics,,"CLIP explained clearly. CLIP (Contrastive Language-Image Pre-training) is a multimodal model from OpenAI that learns to connect images and text in a shared embedding space through contrastive learning on 400 million image-text pairs scraped from the internet. The architecture consists of separate image and text encoders (typically a Vision Transformer and a text transformer) trained to produce aligned embeddings: an image and its caption should map to nearby points, while unr... Read more on the glossary.",https://veda.ng/glossary/clip,,"clip, ai, artificial intelligence, ai, glossary, definition, clip"
Vision Transformer: Visual Knowledge Card,https://veda.ng/images/glossary/vit.svg,Artificial Intelligence Basics,,"Vision Transformer explained clearly. Vision Transformer (ViT) applies the transformer architecture to images by splitting images into fixed-size patches and treating each patch as a token, demonstrating that the attention mechanism developed for language can match or exceed CNNs for computer vision. The process: divide an image into non-overlapping patches (typically 16x16 pixels), flatten each patch into a vector, add learnable positional embeddings, and process the sequenc... Read more on the glossary.",https://veda.ng/glossary/vit,,"vision transformer, ai, artificial intelligence, ai, glossary, definition, vision, transformer"
Object Detection: Visual Knowledge Card,https://veda.ng/images/glossary/object-detection.svg,Artificial Intelligence Basics,,"Object Detection explained clearly. Object detection is a computer vision task that identifies and localizes objects within images by outputting both class labels and bounding box coordinates for each detected object. Unlike image classification which assigns a single label to an entire image, object detection handles multiple objects at various locations and scales. The output is a list of detections, each containing a class label, a bounding box (x, y, width, height), and a... Read more on the glossary.",https://veda.ng/glossary/object-detection,,"object detection, ai, artificial intelligence, ai, glossary, definition, object, detection"
Image Segmentation: Visual Knowledge Card,https://veda.ng/images/glossary/image-segmentation.svg,Artificial Intelligence Basics,,"Image Segmentation explained clearly. Image segmentation assigns a class label to every pixel in an image, providing dense, pixel-level understanding rather than image-level or box-level predictions. There are three main variants: semantic segmentation assigns class labels (road, car, person) without distinguishing between instances; instance segmentation identifies individual objects (car 1, car 2, car 3) with separate masks for each; panoptic segmentation combines both, pro... Read more on the glossary.",https://veda.ng/glossary/image-segmentation,,"image segmentation, ai, artificial intelligence, ai, glossary, definition, image, segmentation"
SAM: Visual Knowledge Card,https://veda.ng/images/glossary/sam.svg,Artificial Intelligence Basics,,"SAM explained clearly. SAM (Segment Anything Model) is a foundation model for image segmentation from Meta AI that can segment any object in any image given a point, box, or text prompt, generalizing across domains without task-specific training. SAM was trained on over 1 billion masks from 11 million images using a data engine that iteratively improved both the model and the dataset. This massive scale enables remarkable zero-shot generalization: SAM segments objects it has... Read more on the glossary.",https://veda.ng/glossary/sam,,"sam, ai, artificial intelligence, ai, glossary, definition"
Optical Character Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/ocr.svg,Artificial Intelligence Basics,,"Optical Character Recognition explained clearly. OCR (Optical Character Recognition) is the technology that converts images of text, scanned documents, photos of signs, handwritten notes, into machine-readable text that can be searched, edited, and processed. Traditional OCR systems use image processing to isolate characters, then match them against known character patterns. Modern OCR uses deep learning: CNNs extract visual features, while sequence models like LSTMs or trans... Read more on the glossary.",https://veda.ng/glossary/ocr,,"optical character recognition, ai, artificial intelligence, ai, glossary, definition, optical, character, recognition"
Computer Vision: Visual Knowledge Card,https://veda.ng/images/glossary/computer-vision.svg,Artificial Intelligence Basics,,"Computer Vision explained clearly. Computer vision is the field of artificial intelligence that enables machines to interpret and understand visual information from images and video, extracting structured knowledge from pixel data the way humans extract meaning from sight. Core tasks span a hierarchy of understanding: image classification assigns labels to entire images; object detection locates and identifies multiple objects with bounding boxes; semantic segmentation assign... Read more on the glossary.",https://veda.ng/glossary/computer-vision,,"computer vision, ai, artificial intelligence, ai, glossary, definition, computer, vision"
Speech Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/speech-recognition.svg,Artificial Intelligence Basics,,"Speech Recognition explained clearly. Speech recognition (Automatic Speech Recognition, ASR) converts spoken language into text, enabling voice interfaces, transcription services, and accessibility tools. The task is challenging: speech varies by accent, speed, emotion, and recording quality; words blend together without clear boundaries; and background noise interferes. Traditional ASR used acoustic models, language models, and pronunciation dictionaries as separate componen... Read more on the glossary.",https://veda.ng/glossary/speech-recognition,,"speech recognition, ai, artificial intelligence, ai, glossary, definition, speech, recognition"
Text-to-Speech: Visual Knowledge Card,https://veda.ng/images/glossary/tts.svg,Artificial Intelligence Basics,,"Text-to-Speech explained clearly. Text-to-Speech (TTS) synthesizes natural-sounding speech from written text, enabling voice interfaces, audiobook generation, accessibility tools, and voice cloning applications. The pipeline typically involves text analysis (handling abbreviations, numbers, punctuation), prosody prediction (determining intonation, stress, timing), and waveform synthesis (generating the actual audio). Early systems used concatenative synthesis, splicing record... Read more on the glossary.",https://veda.ng/glossary/tts,,"text-to-speech, ai, artificial intelligence, ai, glossary, definition, texttospeech"
Named Entity Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/ner.svg,Artificial Intelligence Basics,,"Named Entity Recognition explained clearly. Named Entity Recognition (NER) identifies and classifies named entities in text, people, organizations, locations, dates, monetary values, and other specific items, enabling structured information extraction from unstructured text. Given a sentence like 'Apple released the iPhone in San Francisco on January 9, 2007', NER identifies 'Apple' as an organization, 'iPhone' as a product, 'San Francisco' as a location, and 'January 9, 2007... Read more on the glossary.",https://veda.ng/glossary/ner,,"named entity recognition, ai, artificial intelligence, ai, glossary, definition, named, entity, recognition"
Sentiment Analysis: Visual Knowledge Card,https://veda.ng/images/glossary/sentiment-analysis.svg,Artificial Intelligence Basics,,"Sentiment Analysis explained clearly. Sentiment analysis determines the emotional tone or opinion expressed in text, classifying content as positive, negative, or neutral, with more advanced systems detecting specific emotions, aspect-level sentiment, or intensity gradations. The simplest form is document-level classification: is this review positive or negative? Aspect-based sentiment analysis is more granular: 'The food was excellent but the service was slow' expresses posi... Read more on the glossary.",https://veda.ng/glossary/sentiment-analysis,,"sentiment analysis, ai, artificial intelligence, ai, glossary, definition, sentiment, analysis"
Question Answering: Visual Knowledge Card,https://veda.ng/images/glossary/question-answering.svg,Artificial Intelligence Basics,,"Question Answering explained clearly. Question Answering (QA) systems automatically answer natural language questions, either by extracting answers from provided documents (extractive QA) or generating answers from learned knowledge (generative QA). Extractive QA, exemplified by SQuAD-trained models, identifies the span in a given passage that answers the question: 'When was the Eiffel Tower built?' answered by highlighting '1889' in the context. The model predicts start and... Read more on the glossary.",https://veda.ng/glossary/question-answering,,"question answering, ai, artificial intelligence, ai, glossary, definition, question, answering"
Machine Translation: Visual Knowledge Card,https://veda.ng/images/glossary/machine-translation.svg,Artificial Intelligence Basics,,"Machine Translation explained clearly. Machine Translation (MT) automatically translates text or speech between languages, a foundational NLP task that has evolved from rule-based systems through statistical methods to neural approaches that achieve near-human quality for many language pairs. The challenge extends beyond word replacement: languages differ in word order, express concepts differently, use gendered forms, embed cultural context, and have ambiguous words requirin... Read more on the glossary.",https://veda.ng/glossary/machine-translation,,"machine translation, ai, artificial intelligence, ai, glossary, definition, machine, translation"
Semantic Similarity: Visual Knowledge Card,https://veda.ng/images/glossary/semantic-similarity.svg,Artificial Intelligence Basics,,"Semantic Similarity explained clearly. Semantic similarity measures how alike two pieces of text are in meaning, beyond surface-level word overlap, enabling applications like duplicate detection, paraphrase identification, and search relevance scoring. The key insight is that similar meanings should map to similar points in embedding space. Models learn to produce embeddings where cosine similarity correlates with human judgments of semantic relatedness. 'The cat sat on the m... Read more on the glossary.",https://veda.ng/glossary/semantic-similarity,,"semantic similarity, ai, artificial intelligence, ai, glossary, definition, semantic, similarity"
Document Retrieval: Visual Knowledge Card,https://veda.ng/images/glossary/document-retrieval.svg,Artificial Intelligence Basics,,"Document Retrieval explained clearly. Document retrieval finds relevant documents from a corpus given a query, forming the foundation of search engines and retrieval-augmented generation systems. Traditional methods like TF-IDF and BM25 use lexical matching: documents containing query terms score higher, with weights for term importance and document length. These are fast and interpretable but miss semantic matches where different words express the same meaning. Dense retriev... Read more on the glossary.",https://veda.ng/glossary/document-retrieval,,"document retrieval, ai, artificial intelligence, ai, glossary, definition, document, retrieval"
Re-ranking: Visual Knowledge Card,https://veda.ng/images/glossary/re-ranking.svg,Artificial Intelligence Basics,,"Re-ranking explained clearly. Re-ranking is a two-stage retrieval approach where an initial fast retriever generates candidate documents, then a more powerful but slower model re-scores and reorders them by relevance, greatly improving search quality without the cost of running expensive models over entire corpora. The initial retrieval stage (BM25, dense retrieval, or hybrid) runs efficiently over millions or billions of documents, returning the top 100-1000 candidates. The... Read more on the glossary.",https://veda.ng/glossary/re-ranking,,"re-ranking, ai, artificial intelligence, ai, glossary, definition, reranking"
Chunking: Visual Knowledge Card,https://veda.ng/images/glossary/chunking.svg,Artificial Intelligence Basics,,"Chunking explained clearly. Chunking is the process of splitting documents into smaller segments for embedding and retrieval in RAG systems, representing a critical design decision that significantly impacts retrieval quality and generation accuracy. The fundamental tension: smaller chunks are more precise, retrieving exactly the relevant sentence rather than surrounding irrelevant content, but may lack context needed for understanding. Larger chunks provide more context but... Read more on the glossary.",https://veda.ng/glossary/chunking,,"chunking, ai, artificial intelligence, ai, glossary, definition, chunking"
Agentic Workflow: Visual Knowledge Card,https://veda.ng/images/glossary/agentic-workflow.svg,Artificial Intelligence Basics,,"Agentic Workflow explained clearly. An agentic workflow shifts AI interactions from single-shot prompts to iterative, autonomous problem-solving loops. When you ask a standard large language model to write a complex software application, it attempts to generate the entire codebase in one linear output, inevitably failing as context windows overflow and logic breaks. An agentic workflow changes the architecture. The AI operates as a continuous loop: it parses the goal, breaks... Read more on the glossary.",https://veda.ng/glossary/agentic-workflow,,"agentic workflow, ai, artificial intelligence, ai, glossary, definition, agentic, workflow"
Federated Learning: Visual Knowledge Card,https://veda.ng/images/glossary/federated-learning.svg,Artificial Intelligence Basics,,"Federated Learning explained clearly. Federated Learning is an advanced machine learning technique that trains an artificial intelligence model across multiple decentralized edge devices or servers holding local data samples, without actively exchanging them. Simply put, instead of sending your private data to a central server to train an AI, the AI is sent directly to your device to learn from your data locally. Why this shift matters: Historically, training powerful AI mode... Read more on the glossary.",https://veda.ng/glossary/federated-learning,,"federated learning, ai, artificial intelligence, ai, glossary, definition, federated, learning"
Autonomous Agents: Visual Knowledge Card,https://veda.ng/images/glossary/autonomous-agents.svg,Artificial Intelligence Basics,,"Autonomous Agents explained clearly. Autonomous Agents are AI systems designed to pursue complex, multi-step goals with virtually zero human intervention. Unlike traditional software, which passively waits for a user to click a button, or earlier conversational chatbots like ChatGPT, which passively wait for a human to type a prompt, an autonomous agent executes tasks proactively. The shift from chat to action: If you interact with a standard large language model, you might a... Read more on the glossary.",https://veda.ng/glossary/autonomous-agents,,"autonomous agents, ai, artificial intelligence, ai, glossary, definition, autonomous, agents"
Reinforcement Learning: Visual Knowledge Card,https://veda.ng/images/glossary/reinforcement-learning.svg,Artificial Intelligence Basics,,"Reinforcement Learning explained clearly. Reinforcement Learning (RL) is a branch of machine learning where an AI learns to make decisions by interacting with an environment and receiving feedback. There is no labeled dataset. The system takes actions, observes results, and receives numerical rewards or penalties. Over millions of iterations, it builds a policy, a set of rules for which action to take in any given state to maximize long-term cumulative reward. The architectur... Read more on the glossary.",https://veda.ng/glossary/reinforcement-learning,,"reinforcement learning, ai, artificial intelligence, ai, glossary, definition, reinforcement, learning"
Supervised Learning: Visual Knowledge Card,https://veda.ng/images/glossary/supervised-learning.svg,Artificial Intelligence Basics,,"Supervised Learning explained clearly. Supervised Learning is the most widely used approach in machine learning. The model trains on labeled data where every input has a known correct output. You show the algorithm thousands of images labeled ""car"" and thousands labeled ""bicycle."" It analyzes the pixels, finds patterns like wheels, windshields, or handlebars that correlate with each label, and builds an internal model. After training, it can classify new, unlabeled images it... Read more on the glossary.",https://veda.ng/glossary/supervised-learning,,"supervised learning, ai, artificial intelligence, ai, glossary, definition, supervised, learning"
Deep Learning: Visual Knowledge Card,https://veda.ng/images/glossary/deep-learning.svg,Artificial Intelligence Basics,,"Deep Learning explained clearly. Deep learning is a subfield of machine learning that uses neural networks with many layers to learn patterns directly from raw data. The term ""deep"" refers to the number of layers, which can range from a dozen to several hundred. Each layer applies a simple mathematical transformation to its input and passes the result forward. Through repeated exposure to examples, the network adjusts how each layer operates, gradually producing more accurate... Read more on the glossary.",https://veda.ng/glossary/deep-learning,,"deep learning, ai, artificial intelligence, ai, glossary, definition, deep, learning"
Generative AI: Visual Knowledge Card,https://veda.ng/images/glossary/generative-ai.svg,Artificial Intelligence Basics,,"Generative AI explained clearly. Generative AI refers to machine-learning models that create new content, text, images, audio, video, or code, by learning patterns from large datasets. Unlike discriminative models that only classify or label existing data, generative systems produce original outputs that resemble their training material. These models run on architectures like transformers, diffusion networks, or variational autoencoders. They use statistical inference to pred... Read more on the glossary.",https://veda.ng/glossary/generative-ai,,"generative ai, ai, artificial intelligence, ai, glossary, definition, generative"
Transformer Architecture: Visual Knowledge Card,https://veda.ng/images/glossary/transformer-architecture.svg,Artificial Intelligence Basics,,Transformer Architecture explained clearly. The Transformer is a neural-network design introduced in 2017 that processes sequences of data without relying on recurrent connections. It replaced the older step-by-step processing style with attention mechanisms that let every element of the input attend to every other element simultaneously. The model has an encoder stack that converts raw inputs into rich representations and a decoder stack that generates target sequences from... Read more on the glossary.,https://veda.ng/glossary/transformer-architecture,,"transformer architecture, ai, artificial intelligence, ai, glossary, definition, transformer, architecture"
Semi-Supervised Learning: Visual Knowledge Card,https://veda.ng/images/glossary/semi-supervised-learning.svg,Artificial Intelligence Basics,,"Semi-Supervised Learning explained clearly. Semi-supervised learning uses both labeled and unlabeled data to build models. Fully supervised learning requires every example to have a correct label. Unsupervised learning uses no labels at all. Semi-supervised sits between the two, starting with a small labeled set and a much larger unlabeled pool, then combining information from both. This matters because labeling is expensive. In medical imaging, a radiologist might charge tho... Read more on the glossary.",https://veda.ng/glossary/semi-supervised-learning,,"semi-supervised learning, ai, artificial intelligence, ai, glossary, definition, semisupervised, learning"
Expert Systems: Visual Knowledge Card,https://veda.ng/images/glossary/expert-systems.svg,Artificial Intelligence Basics,,"Expert Systems explained clearly. An expert system is a computer program that replicates the decision-making ability of a human specialist in a specific domain. It has two core components. The knowledge base stores domain facts and rules, typically as if-then statements written by human experts. The inference engine interprets those rules to reach conclusions, handling uncertainty, partial information, and complex logical chains. Expert systems were the dominant AI paradigm i... Read more on the glossary.",https://veda.ng/glossary/expert-systems,,"expert systems, ai, artificial intelligence, ai, glossary, definition, expert, systems"
AI Alignment: Visual Knowledge Card,https://veda.ng/images/glossary/ai-alignment.svg,Artificial Intelligence Basics,,"AI Alignment explained clearly. AI alignment is the research field focused on making AI systems pursue goals that match human intentions, values, and safety requirements. The problem is simple to state and hard to solve. A powerful AI can find shortcuts or interpret instructions in ways its designers never anticipated. As systems grow more capable, the gap between what humans meant and what the AI does can widen. Today, AI already influences hiring, medical diagnoses, financi... Read more on the glossary.",https://veda.ng/glossary/ai-alignment,,"ai alignment, ai, artificial intelligence, ai, glossary, definition, alignment"
Artificial Superintelligence (ASI): Visual Knowledge Card,https://veda.ng/images/glossary/artificial-superintelligence-asi.svg,Artificial Intelligence Basics,,"Artificial Superintelligence (ASI) explained clearly. Artificial Superintelligence (ASI) refers to a hypothetical form of machine intelligence that exceeds the full range of human cognitive abilities across every domain. Unlike narrow systems that solve specific tasks, ASI would understand, learn, and create across all disciplines, from scientific theory to artistic expression. It would operate with speed, precision, and memory far beyond any human brain, and could autonomous... Read more on the glossary.",https://veda.ng/glossary/artificial-superintelligence-asi,,"artificial superintelligence (asi), ai, artificial intelligence, ai, glossary, definition, artificial, superintelligence"
AI Safety: Visual Knowledge Card,https://veda.ng/images/glossary/ai-safety.svg,Artificial Intelligence Basics,,"AI Safety explained clearly. AI safety studies how to design, build, test, and operate AI systems so they behave as intended and do not cause unintended harm. It covers everything from bugs in a self-driving car's perception pipeline to questions about how a language model might influence public opinion. Practitioners combine computer science, engineering, psychology, and ethics to build verification methods and control mechanisms. AI systems are moving from research labs int... Read more on the glossary.",https://veda.ng/glossary/ai-safety,,"ai safety, ai, artificial intelligence, ai, glossary, definition, safety"
Feature Extraction: Visual Knowledge Card,https://veda.ng/images/glossary/feature-extraction.svg,Artificial Intelligence Basics,,"Feature Extraction explained clearly. Feature extraction transforms raw data into a set of measurable characteristics that algorithms can use for decisions or predictions. It takes a complex input, an image, a sound recording, a spreadsheet of sensor readings, and summarizes it with numbers that capture the most informative aspects. These numbers are called features. They serve as the bridge between raw data and mathematical models. In image recognition, a camera captures mil... Read more on the glossary.",https://veda.ng/glossary/feature-extraction,,"feature extraction, ai, artificial intelligence, ai, glossary, definition, feature, extraction"
Support Vector Machine (SVM): Visual Knowledge Card,https://veda.ng/images/glossary/support-vector-machine-svm.svg,Artificial Intelligence Basics,,"Support Vector Machine (SVM) explained clearly. Support Vector Machine (SVM) is a supervised learning algorithm for classification and regression. It finds the optimal hyperplane, a flat decision boundary, that separates data points into categories with the widest possible margin between classes. The data points closest to this boundary are called support vectors because they define its position. If the data cannot be separated by a flat boundary, SVM uses the kernel trick to... Read more on the glossary.",https://veda.ng/glossary/support-vector-machine-svm,,"support vector machine (svm), ai, artificial intelligence, ai, glossary, definition, support, vector, machine"
Random Forest: Visual Knowledge Card,https://veda.ng/images/glossary/random-forest.svg,Artificial Intelligence Basics,,"Random Forest explained clearly. Random Forest is an ensemble method that builds many decision trees and aggregates their predictions. Each tree trains on a random subset of the data, and at each split it considers only a random subset of features. This double randomization reduces the variance that a single tree would have, producing more stable results. For classification, the forest takes a majority vote across all trees. For regression, it averages the numeric predictions... Read more on the glossary.",https://veda.ng/glossary/random-forest,,"random forest, ai, artificial intelligence, ai, glossary, definition, random, forest"
Cluster Analysis: Visual Knowledge Card,https://veda.ng/images/glossary/cluster-analysis.svg,Artificial Intelligence Basics,,"Cluster Analysis explained clearly. Cluster analysis groups a collection of items so that members of the same group are more similar to each other than to members of other groups. It is unsupervised, meaning it discovers structure hidden in the data without pre-labeled examples. Common algorithms include k-means, hierarchical clustering, DBSCAN, and Gaussian mixture models. Each defines ""closeness"" differently. In marketing, clustering segments customers by purchase behavior... Read more on the glossary.",https://veda.ng/glossary/cluster-analysis,,"cluster analysis, ai, artificial intelligence, ai, glossary, definition, cluster, analysis"
Word Embeddings: Visual Knowledge Card,https://veda.ng/images/glossary/word-embeddings.svg,Artificial Intelligence Basics,,"Word Embeddings explained clearly. Word embeddings are numeric representations of words that capture meaning and relationships in a continuous vector space. Each word maps to a list of real-valued numbers, typically 50 to 300 dimensions. Words that appear in similar contexts end up close to each other. The vectors are learned from large text corpora and reflect statistical patterns of language without hand-crafted rules. The classic example is the king-queen analogy. In embed... Read more on the glossary.",https://veda.ng/glossary/word-embeddings,,"word embeddings, ai, artificial intelligence, ai, glossary, definition, word, embeddings"
Algorithmic Bias: Visual Knowledge Card,https://veda.ng/images/glossary/algorithmic-bias.svg,Artificial Intelligence Basics,,"Algorithmic Bias explained clearly. Algorithmic bias is when a computer-based decision-making process produces systematically unfair outcomes for certain groups of people. The bias can enter at any step, data collection, feature selection, model training, or deployment. When an algorithm consistently favors one demographic over another, it reflects hidden assumptions, historical inequities, or technical shortcuts in the pipeline. This matters because many high-stakes decision... Read more on the glossary.",https://veda.ng/glossary/algorithmic-bias,,"algorithmic bias, ai, artificial intelligence, ai, glossary, definition, algorithmic, bias"
Explainable AI (XAI): Visual Knowledge Card,https://veda.ng/images/glossary/explainable-ai-xai.svg,Artificial Intelligence Basics,,"Explainable AI (XAI) explained clearly. Explainable AI (XAI) is a set of techniques and design principles that make machine-learning decisions understandable to humans. Instead of treating a model as a black box, XAI reveals which inputs mattered most, how they were weighted, and how confident the system is in its answer. Regulators need XAI because automated decisions must follow legal and ethical guidelines. When a loan is denied, XAI shows which credit factors triggered th... Read more on the glossary.",https://veda.ng/glossary/explainable-ai-xai,,"explainable ai (xai), ai, artificial intelligence, ai, glossary, definition, explainable"
