Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Gradient Descent: Visual Knowledge Card,https://veda.ng/images/glossary/gradient-descent.svg,Artificial Intelligence Basics,,"Gradient Descent explained clearly. Gradient descent is the optimization algorithm that trains neural networks by iteratively adjusting parameters in the direction that reduces the loss function. The gradient of the loss function points toward the steepest increase in error. By moving parameters in the opposite direction by a small step called the learning rate, the algorithm descends toward lower loss. Repeat until the loss stops decreasing significantly. Batch gradient desc... Read more on the glossary.",https://veda.ng/glossary/gradient-descent,,"gradient descent, ai, artificial intelligence, ai, glossary, definition, gradient, descent"
Neural Network: Visual Knowledge Card,https://veda.ng/images/glossary/neural-network.svg,Artificial Intelligence Basics,,"Neural Network explained clearly. A neural network is a computational system loosely inspired by biological neurons, consisting of interconnected layers of mathematical units that transform input data through learned weighted connections and nonlinear activation functions. The basic unit is a neuron that computes a weighted sum of its inputs, adds a bias term, and applies an activation function. Neurons are organized into layers: the input layer receives raw data, hidden laye... Read more on the glossary.",https://veda.ng/glossary/neural-network,,"neural network, ai, artificial intelligence, ai, glossary, definition, neural, network"
Convolutional Neural Network: Visual Knowledge Card,https://veda.ng/images/glossary/cnn.svg,Artificial Intelligence Basics,,"Convolutional Neural Network explained clearly. A convolutional neural network is a neural architecture designed for processing grid-structured data like images by using learned filters that slide across the input to detect local patterns. Unlike fully connected networks where every input connects to every neuron, CNNs use convolution operations that apply small learned filters across the entire image. Each filter learns to detect a specific pattern, an edge, a texture, a col... Read more on the glossary.",https://veda.ng/glossary/cnn,,"convolutional neural network, ai, artificial intelligence, ai, glossary, definition, convolutional, neural, network"
Recurrent Neural Network: Visual Knowledge Card,https://veda.ng/images/glossary/rnn.svg,Artificial Intelligence Basics,,"Recurrent Neural Network explained clearly. A recurrent neural network processes sequential data by maintaining a hidden state that carries information across time steps, enabling the network to model temporal dependencies. At each time step, the RNN reads the current input and the previous hidden state, producing an output and an updated hidden state. This recurrent connection creates a form of memory, information from early in the sequence can influence processing of later... Read more on the glossary.",https://veda.ng/glossary/rnn,,"recurrent neural network, ai, artificial intelligence, ai, glossary, definition, recurrent, neural, network"
LSTM: Visual Knowledge Card,https://veda.ng/images/glossary/lstm.svg,Artificial Intelligence Basics,,LSTM explained clearly. Long Short-Term Memory is a recurrent neural network architecture designed to capture long-range dependencies in sequential data by using gating mechanisms that control information flow through a persistent cell state. Standard RNNs struggle with sequences longer than a few dozen steps because gradients either vanish or explode during backpropagation through time. LSTMs solve this with three gates: the forget gate decides what to discard from the cell... Read more on the glossary.,https://veda.ng/glossary/lstm,,"lstm, ai, artificial intelligence, ai, glossary, definition, lstm"
Autoencoder: Visual Knowledge Card,https://veda.ng/images/glossary/autoencoder.svg,Artificial Intelligence Basics,,"Autoencoder explained clearly. An autoencoder is a neural network trained to reconstruct its input through a compressed intermediate representation called the latent space, learning efficient data encodings in an unsupervised manner. The architecture consists of an encoder that compresses input to a lower-dimensional latent representation and a decoder that reconstructs the original from this compression. The network is trained to minimize reconstruction error, the difference... Read more on the glossary.",https://veda.ng/glossary/autoencoder,,"autoencoder, ai, artificial intelligence, ai, glossary, definition, autoencoder"
Variational Autoencoder: Visual Knowledge Card,https://veda.ng/images/glossary/vae.svg,Artificial Intelligence Basics,,"Variational Autoencoder explained clearly. A variational autoencoder is a generative model that learns a probabilistic latent space where similar inputs map to nearby regions, enabling generation of new samples by sampling from and decoding points in that space. Unlike standard autoencoders that encode inputs to fixed points, VAEs encode inputs to probability distributions, typically Gaussian distributions parameterized by mean and variance. During training, samples are drawn... Read more on the glossary.",https://veda.ng/glossary/vae,,"variational autoencoder, ai, artificial intelligence, ai, glossary, definition, variational, autoencoder"
Generative Adversarial Network: Visual Knowledge Card,https://veda.ng/images/glossary/gan.svg,Artificial Intelligence Basics,,"Generative Adversarial Network explained clearly. A generative adversarial network trains two neural networks in competition: a generator that creates synthetic samples and a discriminator that distinguishes real samples from generated ones, with each network improving to defeat the other. The generator takes random noise as input and transforms it into samples mimicking the training distribution, images, audio, or other data types. The discriminator receives both real traini... Read more on the glossary.",https://veda.ng/glossary/gan,,"generative adversarial network, ai, artificial intelligence, ai, glossary, definition, generative, adversarial, network"
Diffusion Model: Visual Knowledge Card,https://veda.ng/images/glossary/diffusion-model.svg,Artificial Intelligence Basics,,"Diffusion Model explained clearly. A diffusion model generates data by learning to reverse a gradual noising process, iteratively denoising random noise into coherent samples through many small refinement steps. The forward diffusion process progressively adds Gaussian noise to training data over many steps until the original signal is completely destroyed, leaving pure noise. The model learns to predict and remove the noise added at each step. Generation works in reverse: st... Read more on the glossary.",https://veda.ng/glossary/diffusion-model,,"diffusion model, ai, artificial intelligence, ai, glossary, definition, diffusion, model"
Generative Model: Visual Knowledge Card,https://veda.ng/images/glossary/generative-model.svg,Artificial Intelligence Basics,,"Generative Model explained clearly. A generative model learns the probability distribution of training data, enabling it to create new samples that resemble the training examples without copying them directly. This contrasts with discriminative models that learn boundaries between classes without modeling the data distribution itself. Given training images of cats, a generative model learns the statistical structure of cat images, textures, shapes, colors, spatial relationshi... Read more on the glossary.",https://veda.ng/glossary/generative-model,,"generative model, ai, artificial intelligence, ai, glossary, definition, generative, model"
Transfer Learning: Visual Knowledge Card,https://veda.ng/images/glossary/transfer-learning.svg,Artificial Intelligence Basics,,"Transfer Learning explained clearly. Transfer learning is a machine learning approach where knowledge gained from training on one task is applied to a different but related task, significantly reducing the data and compute required to achieve good performance. A model trained on ImageNet's millions of labeled images learns general visual features, edges, textures, shapes, that transfer to medical imaging, satellite analysis, or manufacturing inspection. Fine-tuning this pretr... Read more on the glossary.",https://veda.ng/glossary/transfer-learning,,"transfer learning, ai, artificial intelligence, ai, glossary, definition, transfer, learning"
Foundation Model: Visual Knowledge Card,https://veda.ng/images/glossary/foundation-model.svg,Artificial Intelligence Basics,,"Foundation Model explained clearly. A foundation model is a large AI model trained on broad data at massive scale that serves as the base for many downstream applications through fine-tuning, prompting, or other adaptation techniques. GPT-4, Claude, Gemini, Llama, and BERT are foundation models. They share a common pattern: pretrain once on enormous datasets using self-supervised objectives, then adapt the same model to diverse tasks. This amortizes the massive investment in... Read more on the glossary.",https://veda.ng/glossary/foundation-model,,"foundation model, ai, artificial intelligence, ai, glossary, definition, foundation, model"
BERT: Visual Knowledge Card,https://veda.ng/images/glossary/bert.svg,Artificial Intelligence Basics,,"BERT explained clearly. BERT (Bidirectional Encoder Representations from Transformers) is a transformer-based language model that transformed natural language processing in 2018 by learning deep bidirectional representations through masked language modeling. Unlike GPT which reads text left-to-right, BERT processes all tokens simultaneously and uses context from both directions when understanding each word. During pretraining, BERT randomly masks 15% of input tokens and learn... Read more on the glossary.",https://veda.ng/glossary/bert,,"bert, ai, artificial intelligence, ai, glossary, definition, bert"
Attention Score: Visual Knowledge Card,https://veda.ng/images/glossary/attention-score.svg,Artificial Intelligence Basics,,"Attention Score explained clearly. An attention score quantifies how much one position in a sequence should attend to another position when computing its output representation. In the transformer attention mechanism, each position computes a Query vector asking 'what am I looking for?' and every position computes Key and Value vectors answering 'what do I contain?' and 'what is my content?' The attention score between positions i and j is the dot product of position i's Query... Read more on the glossary.",https://veda.ng/glossary/attention-score,,"attention score, ai, artificial intelligence, ai, glossary, definition, attention, score"
Self-Attention: Visual Knowledge Card,https://veda.ng/images/glossary/self-attention.svg,Artificial Intelligence Basics,,"Self-Attention explained clearly. Self-attention is an attention mechanism where a sequence attends to itself, allowing each position to gather information from all other positions in the same sequence to compute a context-aware representation. The Query, Key, and Value vectors all derive from the same input sequence. Each token asks 'what in my sequence is relevant to understanding me?' and receives a weighted combination of information from all positions. This captures depe... Read more on the glossary.",https://veda.ng/glossary/self-attention,,"self-attention, ai, artificial intelligence, ai, glossary, definition, selfattention"
Cross-Attention: Visual Knowledge Card,https://veda.ng/images/glossary/cross-attention.svg,Artificial Intelligence Basics,,"Cross-Attention explained clearly. Cross-attention is an attention mechanism where one sequence attends to a different sequence, enabling information flow between distinct representations like a translated sentence attending to its source or an image caption attending to image features. The Query vectors come from one sequence while Key and Value vectors come from another. This asymmetry distinguishes cross-attention from self-attention where all vectors derive from the same... Read more on the glossary.",https://veda.ng/glossary/cross-attention,,"cross-attention, ai, artificial intelligence, ai, glossary, definition, crossattention"
Layer Normalization: Visual Knowledge Card,https://veda.ng/images/glossary/layer-normalization.svg,Artificial Intelligence Basics,,"Layer Normalization explained clearly. Layer normalization is a technique that stabilizes neural network training by normalizing activations across the feature dimension for each individual sample, ensuring activations have consistent mean and variance regardless of the input. For each sample independently, layer norm computes the mean and variance across all features, then normalizes to zero mean and unit variance, then applies learned scale and shift parameters. Unlike batc... Read more on the glossary.",https://veda.ng/glossary/layer-normalization,,"layer normalization, ai, artificial intelligence, ai, glossary, definition, layer, normalization"
Residual Connection: Visual Knowledge Card,https://veda.ng/images/glossary/residual-connection.svg,Artificial Intelligence Basics,,"Residual Connection explained clearly. A residual connection, also called a skip connection, adds the input of a layer directly to its output, allowing information and gradients to flow through the network without passing through every transformation. If a layer computes f(x), the output with a residual connection is x + f(x). The layer learns only the 'residual': how much to modify the input, not the full output. This seemingly simple change enables training networks hundred... Read more on the glossary.",https://veda.ng/glossary/residual-connection,,"residual connection, ai, artificial intelligence, ai, glossary, definition, residual, connection"
Feedforward Network: Visual Knowledge Card,https://veda.ng/images/glossary/feedforward-network.svg,Artificial Intelligence Basics,,"Feedforward Network explained clearly. A feedforward network in the transformer architecture is a simple two-layer neural network applied independently and identically to each position in the sequence after the attention mechanism has mixed information across positions. The typical structure is: linear projection from hidden dimension d to a larger intermediate dimension (often 4d), nonlinear activation function like GELU or SwiGLU, then linear projection back to d. This expa... Read more on the glossary.",https://veda.ng/glossary/feedforward-network,,"feedforward network, ai, artificial intelligence, ai, glossary, definition, feedforward, network"
Causal Masking: Visual Knowledge Card,https://veda.ng/images/glossary/causal-masking.svg,Artificial Intelligence Basics,,"Causal Masking explained clearly. Causal masking is an attention mechanism constraint that prevents each position from attending to future positions, enforcing left-to-right information flow essential for autoregressive language generation. In a sequence of N tokens, position i can only attend to positions 0 through i, never to positions i+1 through N-1. This is implemented by adding negative infinity to attention scores for future positions before softmax, which zeros out th... Read more on the glossary.",https://veda.ng/glossary/causal-masking,,"causal masking, ai, artificial intelligence, ai, glossary, definition, causal, masking"
Tokenizer: Visual Knowledge Card,https://veda.ng/images/glossary/tokenizer.svg,Artificial Intelligence Basics,,"Tokenizer explained clearly. A tokenizer is a preprocessing system that converts raw text into a sequence of discrete tokens that a language model can process, serving as the bridge between human-readable text and numerical model inputs. Different tokenizers produce different token sequences for the same text, affecting model behavior, efficiency, and capabilities. The tokenizer defines the vocabulary, the set of all possible tokens, and the rules for splitting text into toke... Read more on the glossary.",https://veda.ng/glossary/tokenizer,,"tokenizer, ai, artificial intelligence, ai, glossary, definition, tokenizer"
Byte-Pair Encoding: Visual Knowledge Card,https://veda.ng/images/glossary/bpe.svg,Artificial Intelligence Basics,,"Byte-Pair Encoding explained clearly. Byte-pair encoding is a subword tokenization algorithm that iteratively builds a vocabulary by merging the most frequently occurring pairs of characters or tokens, balancing vocabulary size against sequence compression. Starting from individual characters (or bytes), BPE counts all adjacent pairs in the training corpus and merges the most frequent pair into a single new token. This process repeats until reaching the desired vocabulary siz... Read more on the glossary.",https://veda.ng/glossary/bpe,,"byte-pair encoding, ai, artificial intelligence, ai, glossary, definition, bytepair, encoding"
Vocabulary: Visual Knowledge Card,https://veda.ng/images/glossary/vocabulary.svg,Artificial Intelligence Basics,,"Vocabulary explained clearly. Vocabulary in language models is the complete set of tokens the model recognizes, with each token mapping to a learnable embedding vector and an entry in the output prediction layer. Vocabulary size represents a fundamental design tradeoff: larger vocabularies mean more parameters (embedding matrices scale linearly with vocab size), shorter sequences (common words become single tokens), but sparser learning signal (rare tokens appear infrequently... Read more on the glossary.",https://veda.ng/glossary/vocabulary,,"vocabulary, ai, artificial intelligence, ai, glossary, definition, vocabulary"
Logit: Visual Knowledge Card,https://veda.ng/images/glossary/logit.svg,Artificial Intelligence Basics,,"Logit explained clearly. Logits are the raw, unnormalized scores output by a neural network's final layer before softmax converts them into probabilities. For language models, the output layer produces one logit per token in the vocabulary, where higher logits indicate higher model confidence that the corresponding token should come next. The term 'logit' comes from statistics, referring to the log-odds of an event. In neural networks, logits are the pre-activation values tha... Read more on the glossary.",https://veda.ng/glossary/logit,,"logit, ai, artificial intelligence, ai, glossary, definition, logit"
Top-k Sampling: Visual Knowledge Card,https://veda.ng/images/glossary/top-k-sampling.svg,Artificial Intelligence Basics,,"Top-k Sampling explained clearly. Top-k sampling is a text generation strategy that restricts the model's next token choice to the k most probable tokens, preventing selection of unlikely tokens that could derail coherent generation. After the model computes logits for all vocabulary tokens, top-k keeps only the k highest-scoring tokens, sets all others to negative infinity, then applies softmax to get a probability distribution over the remaining k tokens. The next token is... Read more on the glossary.",https://veda.ng/glossary/top-k-sampling,,"top-k sampling, ai, artificial intelligence, ai, glossary, definition, topk, sampling"
Top-p Sampling: Visual Knowledge Card,https://veda.ng/images/glossary/top-p-sampling.svg,Artificial Intelligence Basics,,"Top-p Sampling explained clearly. Top-p sampling, also called nucleus sampling, dynamically selects the smallest set of tokens whose cumulative probability exceeds a threshold p, adapting the candidate pool size based on the model's confidence distribution. After computing probabilities from logits, top-p sorts tokens by probability and includes tokens from highest to lowest until their cumulative probability reaches p. If the top token has 90% probability and p=0.9, only tha... Read more on the glossary.",https://veda.ng/glossary/top-p-sampling,,"top-p sampling, ai, artificial intelligence, ai, glossary, definition, topp, sampling"
Speculative Decoding: Visual Knowledge Card,https://veda.ng/images/glossary/speculative-decoding.svg,Artificial Intelligence Basics,,"Speculative Decoding explained clearly. Speculative decoding is an inference acceleration technique that uses a smaller, faster draft model to propose multiple tokens that a larger target model verifies in parallel, reducing the number of expensive forward passes required for generation. Standard autoregressive generation runs one forward pass per token, for a 100-token response, that's 100 sequential forward passes through the target model. Speculative decoding changes this:... Read more on the glossary.",https://veda.ng/glossary/speculative-decoding,,"speculative decoding, ai, artificial intelligence, ai, glossary, definition, speculative, decoding"
KV Cache: Visual Knowledge Card,https://veda.ng/images/glossary/kv-cache.svg,Artificial Intelligence Basics,,"KV Cache explained clearly. KV cache (Key-Value cache) stores the computed Key and Value vectors from previous tokens during autoregressive generation, avoiding redundant computation and greatly speeding up inference. In transformer attention, generating token N requires computing attention with all previous tokens 0 through N-1. Without caching, this means recomputing Keys and Values for all previous tokens at every generation step, quadratic complexity as the sequence grows... Read more on the glossary.",https://veda.ng/glossary/kv-cache,,"kv cache, ai, artificial intelligence, ai, glossary, definition, cache"
Prefix Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/prefix-tuning.svg,Artificial Intelligence Basics,,"Prefix Tuning explained clearly. Prefix tuning is a parameter-efficient fine-tuning method that adapts a frozen language model by learning a small set of continuous vectors prepended to the input, steering model behavior without updating any of the original model weights. Instead of fine-tuning billions of parameters, prefix tuning trains only the prefix embeddings, typically a few hundred vectors per layer, totaling less than 1% of model parameters. These learned prefix vect... Read more on the glossary.",https://veda.ng/glossary/prefix-tuning,,"prefix tuning, ai, artificial intelligence, ai, glossary, definition, prefix, tuning"
LoRA: Visual Knowledge Card,https://veda.ng/images/glossary/lora.svg,Artificial Intelligence Basics,,"LoRA explained clearly. LoRA (Low-Rank Adaptation) is a parameter-efficient fine-tuning technique that adds small trainable low-rank matrices to frozen model weights, enabling task-specific adaptation at a fraction of the cost of full fine-tuning. The key insight is that weight updates during fine-tuning tend to have low intrinsic rank, the meaningful changes can be captured by much smaller matrices. LoRA decomposes the weight update into two small matrices: A (d x r) and B (... Read more on the glossary.",https://veda.ng/glossary/lora,,"lora, ai, artificial intelligence, ai, glossary, definition, lora"
Adapter: Visual Knowledge Card,https://veda.ng/images/glossary/adapter.svg,Artificial Intelligence Basics,,"Adapter explained clearly. An adapter is a small trainable module inserted into a frozen pretrained model, enabling task-specific adaptation while keeping the vast majority of parameters fixed. The typical adapter architecture is a bottleneck: a down-projection to a lower dimension, a nonlinearity, and an up-projection back to the original dimension. This is inserted after attention or feedforward layers, with a residual connection so the module learns only what to add to the... Read more on the glossary.",https://veda.ng/glossary/adapter,,"adapter, ai, artificial intelligence, ai, glossary, definition, adapter"
Prompt Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/prompt-tuning.svg,Artificial Intelligence Basics,,"Prompt Tuning explained clearly. Prompt tuning is a parameter-efficient adaptation method that learns continuous 'soft prompt' embeddings prepended to model inputs while keeping all model weights frozen, bridging the gap between manual prompt engineering and full fine-tuning. Unlike discrete prompts written in natural language, soft prompts exist only in embedding space, they're not words, just learned vectors that condition the model. Training optimizes these vectors to elic... Read more on the glossary.",https://veda.ng/glossary/prompt-tuning,,"prompt tuning, ai, artificial intelligence, ai, glossary, definition, prompt, tuning"
Instruction Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/instruction-tuning.svg,Artificial Intelligence Basics,,"Instruction Tuning explained clearly. Instruction tuning is a fine-tuning approach that trains language models on diverse instruction-response pairs, teaching the model to follow natural language instructions across many task types. The training data consists of examples formatted as: instruction describing what to do, optional input context, and the desired output. Tasks span question answering, summarization, translation, code generation, creative writing, analysis, and mor... Read more on the glossary.",https://veda.ng/glossary/instruction-tuning,,"instruction tuning, ai, artificial intelligence, ai, glossary, definition, instruction, tuning"
Direct Preference Optimization: Visual Knowledge Card,https://veda.ng/images/glossary/dpo.svg,Artificial Intelligence Basics,,"Direct Preference Optimization explained clearly. Direct Preference Optimization is an alignment technique that fine-tunes language models directly on preference data without requiring a separate reward model, simplifying the RLHF pipeline while achieving comparable results. Standard RLHF involves three stages: collect preference data, train a reward model on preferences, then use reinforcement learning to optimize the language model against the reward model. DPO collapses th... Read more on the glossary.",https://veda.ng/glossary/dpo,,"direct preference optimization, ai, artificial intelligence, ai, glossary, definition, direct, preference, optimization"
Contrastive Learning: Visual Knowledge Card,https://veda.ng/images/glossary/contrastive-learning.svg,Artificial Intelligence Basics,,"Contrastive Learning explained clearly. Contrastive learning is a self-supervised training approach that learns representations by pulling similar items together and pushing dissimilar items apart in embedding space, without requiring labeled data. The core mechanism: given an anchor example, define positive examples (similar items that should be nearby) and negative examples (dissimilar items that should be distant). Train the model to produce embeddings where anchor-positiv... Read more on the glossary.",https://veda.ng/glossary/contrastive-learning,,"contrastive learning, ai, artificial intelligence, ai, glossary, definition, contrastive, learning"
CLIP: Visual Knowledge Card,https://veda.ng/images/glossary/clip.svg,Artificial Intelligence Basics,,"CLIP explained clearly. CLIP (Contrastive Language-Image Pre-training) is a multimodal model from OpenAI that learns to connect images and text in a shared embedding space through contrastive learning on 400 million image-text pairs scraped from the internet. The architecture consists of separate image and text encoders (typically a Vision Transformer and a text transformer) trained to produce aligned embeddings: an image and its caption should map to nearby points, while unr... Read more on the glossary.",https://veda.ng/glossary/clip,,"clip, ai, artificial intelligence, ai, glossary, definition, clip"
Vision Transformer: Visual Knowledge Card,https://veda.ng/images/glossary/vit.svg,Artificial Intelligence Basics,,"Vision Transformer explained clearly. Vision Transformer (ViT) applies the transformer architecture to images by splitting images into fixed-size patches and treating each patch as a token, demonstrating that the attention mechanism developed for language can match or exceed CNNs for computer vision. The process: divide an image into non-overlapping patches (typically 16x16 pixels), flatten each patch into a vector, add learnable positional embeddings, and process the sequenc... Read more on the glossary.",https://veda.ng/glossary/vit,,"vision transformer, ai, artificial intelligence, ai, glossary, definition, vision, transformer"
Object Detection: Visual Knowledge Card,https://veda.ng/images/glossary/object-detection.svg,Artificial Intelligence Basics,,"Object Detection explained clearly. Object detection is a computer vision task that identifies and localizes objects within images by outputting both class labels and bounding box coordinates for each detected object. Unlike image classification which assigns a single label to an entire image, object detection handles multiple objects at various locations and scales. The output is a list of detections, each containing a class label, a bounding box (x, y, width, height), and a... Read more on the glossary.",https://veda.ng/glossary/object-detection,,"object detection, ai, artificial intelligence, ai, glossary, definition, object, detection"
Image Segmentation: Visual Knowledge Card,https://veda.ng/images/glossary/image-segmentation.svg,Artificial Intelligence Basics,,"Image Segmentation explained clearly. Image segmentation assigns a class label to every pixel in an image, providing dense, pixel-level understanding rather than image-level or box-level predictions. There are three main variants: semantic segmentation assigns class labels (road, car, person) without distinguishing between instances; instance segmentation identifies individual objects (car 1, car 2, car 3) with separate masks for each; panoptic segmentation combines both, pro... Read more on the glossary.",https://veda.ng/glossary/image-segmentation,,"image segmentation, ai, artificial intelligence, ai, glossary, definition, image, segmentation"
SAM: Visual Knowledge Card,https://veda.ng/images/glossary/sam.svg,Artificial Intelligence Basics,,"SAM explained clearly. SAM (Segment Anything Model) is a foundation model for image segmentation from Meta AI that can segment any object in any image given a point, box, or text prompt, generalizing across domains without task-specific training. SAM was trained on over 1 billion masks from 11 million images using a data engine that iteratively improved both the model and the dataset. This massive scale enables remarkable zero-shot generalization: SAM segments objects it has... Read more on the glossary.",https://veda.ng/glossary/sam,,"sam, ai, artificial intelligence, ai, glossary, definition"
Optical Character Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/ocr.svg,Artificial Intelligence Basics,,"Optical Character Recognition explained clearly. OCR (Optical Character Recognition) is the technology that converts images of text, scanned documents, photos of signs, handwritten notes, into machine-readable text that can be searched, edited, and processed. Traditional OCR systems use image processing to isolate characters, then match them against known character patterns. Modern OCR uses deep learning: CNNs extract visual features, while sequence models like LSTMs or trans... Read more on the glossary.",https://veda.ng/glossary/ocr,,"optical character recognition, ai, artificial intelligence, ai, glossary, definition, optical, character, recognition"
Computer Vision: Visual Knowledge Card,https://veda.ng/images/glossary/computer-vision.svg,Artificial Intelligence Basics,,"Computer Vision explained clearly. Computer vision is the field of artificial intelligence that enables machines to interpret and understand visual information from images and video, extracting structured knowledge from pixel data the way humans extract meaning from sight. Core tasks span a hierarchy of understanding: image classification assigns labels to entire images; object detection locates and identifies multiple objects with bounding boxes; semantic segmentation assign... Read more on the glossary.",https://veda.ng/glossary/computer-vision,,"computer vision, ai, artificial intelligence, ai, glossary, definition, computer, vision"
Speech Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/speech-recognition.svg,Artificial Intelligence Basics,,"Speech Recognition explained clearly. Speech recognition (Automatic Speech Recognition, ASR) converts spoken language into text, enabling voice interfaces, transcription services, and accessibility tools. The task is challenging: speech varies by accent, speed, emotion, and recording quality; words blend together without clear boundaries; and background noise interferes. Traditional ASR used acoustic models, language models, and pronunciation dictionaries as separate componen... Read more on the glossary.",https://veda.ng/glossary/speech-recognition,,"speech recognition, ai, artificial intelligence, ai, glossary, definition, speech, recognition"
Text-to-Speech: Visual Knowledge Card,https://veda.ng/images/glossary/tts.svg,Artificial Intelligence Basics,,"Text-to-Speech explained clearly. Text-to-Speech (TTS) synthesizes natural-sounding speech from written text, enabling voice interfaces, audiobook generation, accessibility tools, and voice cloning applications. The pipeline typically involves text analysis (handling abbreviations, numbers, punctuation), prosody prediction (determining intonation, stress, timing), and waveform synthesis (generating the actual audio). Early systems used concatenative synthesis, splicing record... Read more on the glossary.",https://veda.ng/glossary/tts,,"text-to-speech, ai, artificial intelligence, ai, glossary, definition, texttospeech"
Named Entity Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/ner.svg,Artificial Intelligence Basics,,"Named Entity Recognition explained clearly. Named Entity Recognition (NER) identifies and classifies named entities in text, people, organizations, locations, dates, monetary values, and other specific items, enabling structured information extraction from unstructured text. Given a sentence like 'Apple released the iPhone in San Francisco on January 9, 2007', NER identifies 'Apple' as an organization, 'iPhone' as a product, 'San Francisco' as a location, and 'January 9, 2007... Read more on the glossary.",https://veda.ng/glossary/ner,,"named entity recognition, ai, artificial intelligence, ai, glossary, definition, named, entity, recognition"
Sentiment Analysis: Visual Knowledge Card,https://veda.ng/images/glossary/sentiment-analysis.svg,Artificial Intelligence Basics,,"Sentiment Analysis explained clearly. Sentiment analysis determines the emotional tone or opinion expressed in text, classifying content as positive, negative, or neutral, with more advanced systems detecting specific emotions, aspect-level sentiment, or intensity gradations. The simplest form is document-level classification: is this review positive or negative? Aspect-based sentiment analysis is more granular: 'The food was excellent but the service was slow' expresses posi... Read more on the glossary.",https://veda.ng/glossary/sentiment-analysis,,"sentiment analysis, ai, artificial intelligence, ai, glossary, definition, sentiment, analysis"
Question Answering: Visual Knowledge Card,https://veda.ng/images/glossary/question-answering.svg,Artificial Intelligence Basics,,"Question Answering explained clearly. Question Answering (QA) systems automatically answer natural language questions, either by extracting answers from provided documents (extractive QA) or generating answers from learned knowledge (generative QA). Extractive QA, exemplified by SQuAD-trained models, identifies the span in a given passage that answers the question: 'When was the Eiffel Tower built?' answered by highlighting '1889' in the context. The model predicts start and... Read more on the glossary.",https://veda.ng/glossary/question-answering,,"question answering, ai, artificial intelligence, ai, glossary, definition, question, answering"
Machine Translation: Visual Knowledge Card,https://veda.ng/images/glossary/machine-translation.svg,Artificial Intelligence Basics,,"Machine Translation explained clearly. Machine Translation (MT) automatically translates text or speech between languages, a foundational NLP task that has evolved from rule-based systems through statistical methods to neural approaches that achieve near-human quality for many language pairs. The challenge extends beyond word replacement: languages differ in word order, express concepts differently, use gendered forms, embed cultural context, and have ambiguous words requirin... Read more on the glossary.",https://veda.ng/glossary/machine-translation,,"machine translation, ai, artificial intelligence, ai, glossary, definition, machine, translation"
Semantic Similarity: Visual Knowledge Card,https://veda.ng/images/glossary/semantic-similarity.svg,Artificial Intelligence Basics,,"Semantic Similarity explained clearly. Semantic similarity measures how alike two pieces of text are in meaning, beyond surface-level word overlap, enabling applications like duplicate detection, paraphrase identification, and search relevance scoring. The key insight is that similar meanings should map to similar points in embedding space. Models learn to produce embeddings where cosine similarity correlates with human judgments of semantic relatedness. 'The cat sat on the m... Read more on the glossary.",https://veda.ng/glossary/semantic-similarity,,"semantic similarity, ai, artificial intelligence, ai, glossary, definition, semantic, similarity"
Document Retrieval: Visual Knowledge Card,https://veda.ng/images/glossary/document-retrieval.svg,Artificial Intelligence Basics,,"Document Retrieval explained clearly. Document retrieval finds relevant documents from a corpus given a query, forming the foundation of search engines and retrieval-augmented generation systems. Traditional methods like TF-IDF and BM25 use lexical matching: documents containing query terms score higher, with weights for term importance and document length. These are fast and interpretable but miss semantic matches where different words express the same meaning. Dense retriev... Read more on the glossary.",https://veda.ng/glossary/document-retrieval,,"document retrieval, ai, artificial intelligence, ai, glossary, definition, document, retrieval"
Re-ranking: Visual Knowledge Card,https://veda.ng/images/glossary/re-ranking.svg,Artificial Intelligence Basics,,"Re-ranking explained clearly. Re-ranking is a two-stage retrieval approach where an initial fast retriever generates candidate documents, then a more powerful but slower model re-scores and reorders them by relevance, greatly improving search quality without the cost of running expensive models over entire corpora. The initial retrieval stage (BM25, dense retrieval, or hybrid) runs efficiently over millions or billions of documents, returning the top 100-1000 candidates. The... Read more on the glossary.",https://veda.ng/glossary/re-ranking,,"re-ranking, ai, artificial intelligence, ai, glossary, definition, reranking"
Chunking: Visual Knowledge Card,https://veda.ng/images/glossary/chunking.svg,Artificial Intelligence Basics,,"Chunking explained clearly. Chunking is the process of splitting documents into smaller segments for embedding and retrieval in RAG systems, representing a critical design decision that significantly impacts retrieval quality and generation accuracy. The fundamental tension: smaller chunks are more precise, retrieving exactly the relevant sentence rather than surrounding irrelevant content, but may lack context needed for understanding. Larger chunks provide more context but... Read more on the glossary.",https://veda.ng/glossary/chunking,,"chunking, ai, artificial intelligence, ai, glossary, definition, chunking"
